Well;Depth;GR;NPHI;RHOB;PEF;DT;RD_LOG;VSH;SW;KLOGH;PHIF;PHID;N-D;Id_discreto;Lithofacies
F-14;3000.00;52.0500;0.2250;2.5140;4.2570;81.2660;0.9052;0.4330;0.0760;0.0010;0.0778;0.0778;0.1470;1;F-TIDAL BAR
F-14;3000.25;44.4970;0.2010;2.4690;4.1210;79.6720;1.3242;0.3780;0.0590;0.0010;0.1034;0.1034;0.0980;1;F-TIDAL BAR
F-14;3000.50;36.9450;0.1780;2.4240;3.9840;78.0790;1.5334;0.3080;0.0350;0.0010;0.1290;0.1290;0.0490;1;F-TIDAL BAR
F-14;3000.75;30.2810;0.1760;2.3620;3.9420;77.1300;2.0685;0.2290;0.0170;24.9540;0.1646;0.1646;0.0120;1;F-TIDAL BAR
F-14;3001.00;23.6170;0.1750;2.3000;3.9000;76.1810;2.3010;0.1810;0.0150;66.2320;0.2003;0.2003;-0.0260;1;F-TIDAL BAR
F-14;3001.25;23.1640;0.1660;2.3780;3.4700;77.4410;2.0959;0.1630;0.0100;103.6080;0.1553;0.1553;0.0110;1;F-TIDAL BAR
F-14;3001.50;22.7110;0.1580;2.4570;3.0410;78.7020;1.6938;0.1560;0.0180;71.3440;0.1103;0.1103;0.0480;1;F-TIDAL BAR
F-14;3001.75;22.6750;0.1590;2.4190;3.3270;79.8970;1.6279;0.1490;0.0210;86.5840;0.1322;0.1322;0.0270;1;F-TIDAL BAR
F-14;3002.00;22.6400;0.1600;2.3800;3.6140;81.0920;1.5503;0.1500;0.0230;109.0570;0.1542;0.1542;0.0060;1;F-TIDAL BAR
F-14;3002.25;22.3680;0.1570;2.3800;3.6920;77.3760;1.5418;0.1520;0.0250;93.2840;0.1545;0.1545;0.0030;1;F-TIDAL BAR
F-14;3002.50;22.0960;0.1550;2.3790;3.7710;73.6600;1.5332;0.1540;0.0270;94.6810;0.1547;0.1547;0.0000;1;F-TIDAL BAR
F-14;3002.75;23.6800;0.1550;2.3840;3.4720;75.2510;1.5717;0.1550;0.0270;84.3640;0.1518;0.1518;0.0030;1;F-TIDAL BAR
F-14;3003.00;25.2650;0.1550;2.3890;3.1720;76.8420;1.6071;0.1690;0.0260;57.2890;0.1490;0.1490;0.0060;1;F-TIDAL BAR
F-14;3003.25;24.8010;0.1520;2.4060;3.2730;75.6730;1.6411;0.1740;0.0260;51.7400;0.1394;0.1394;0.0120;1;F-TIDAL BAR
F-14;3003.50;24.3370;0.1480;2.4230;3.3730;74.5050;1.6726;0.1640;0.0260;58.9430;0.1298;0.1298;0.0190;1;F-TIDAL BAR
F-14;3003.75;24.4390;0.1400;2.4490;3.5490;74.5260;1.6912;0.1670;0.0240;44.1040;0.1151;0.1151;0.0250;1;F-TIDAL BAR
F-14;3004.00;24.5420;0.1320;2.4740;3.7250;74.5480;1.7090;0.1700;0.0230;31.4670;0.1004;0.1004;0.0310;1;F-TIDAL BAR
F-14;3004.25;23.1590;0.1640;2.3670;3.4440;73.4210;1.7376;0.1590;0.0230;67.2640;0.1616;0.1616;0.0030;1;F-TIDAL BAR
F-14;3004.50;21.7760;0.1970;2.2600;3.1630;72.2940;1.7645;0.1460;0.0240;230.2820;0.2227;0.2227;-0.0260;1;F-TIDAL BAR
F-14;3004.75;21.5880;0.2000;2.2400;2.8870;79.5630;1.7693;0.1450;0.0250;315.6510;0.2343;0.2343;-0.0340;1;F-TIDAL BAR
F-14;3005.00;21.4010;0.2030;2.2200;2.6120;86.8310;1.7741;0.1400;0.0260;451.7960;0.2459;0.2459;-0.0430;1;F-TIDAL BAR
F-14;3005.25;21.5420;0.1980;2.2140;2.6820;91.6280;1.7690;0.1450;0.0250;413.8970;0.2490;0.2490;-0.0510;1;F-TIDAL BAR
F-14;3005.50;21.6830;0.1920;2.2090;2.7510;96.4250;1.7638;0.1510;0.0260;410.2460;0.2519;0.2519;-0.0600;1;F-TIDAL BAR
F-14;3005.75;20.4780;0.1900;2.2230;2.7720;89.6690;1.7441;0.1420;0.0250;465.7260;0.2442;0.2442;-0.0540;1;F-TIDAL BAR
F-14;3006.00;19.2730;0.1880;2.2360;2.7940;82.9120;1.7234;0.1270;0.0270;630.6570;0.2365;0.2365;-0.0490;1;F-TIDAL BAR
F-14;3006.25;21.6250;0.1970;2.2480;3.1480;85.3460;1.7219;0.1280;0.0260;488.4670;0.2297;0.2297;-0.0330;1;F-TIDAL BAR
F-14;3006.50;23.9760;0.2050;2.2600;3.5030;87.7800;1.7204;0.1470;0.0260;322.4850;0.2228;0.2228;-0.0180;1;F-TIDAL BAR
F-14;3006.75;24.6200;0.2010;2.2620;3.7200;88.3420;1.7030;0.1690;0.0270;185.4900;0.2217;0.2217;-0.0210;1;F-TIDAL BAR
F-14;3007.00;25.2650;0.1970;2.2640;3.9380;88.9040;1.6849;0.1770;0.0270;137.1860;0.2205;0.2205;-0.0240;1;F-TIDAL BAR
F-14;3007.25;25.2890;0.2060;2.2260;4.0490;89.3460;1.6675;0.1760;0.0290;171.9340;0.2422;0.2422;-0.0360;1;F-TIDAL BAR
F-14;3007.50;25.3120;0.2160;2.1880;4.1590;89.7890;1.6494;0.1810;0.0310;197.9000;0.2639;0.2639;-0.0480;1;F-TIDAL BAR
F-14;3007.75;22.6900;0.2100;2.1920;3.9690;85.8220;1.6392;0.1600;0.0300;410.0590;0.2619;0.2619;-0.0520;1;F-TIDAL BAR
F-14;3008.00;20.0680;0.2030;2.1950;3.7790;81.8550;1.6288;0.1380;0.0290;557.4000;0.2600;0.2600;-0.0570;1;F-TIDAL BAR
F-14;3008.25;20.5220;0.1970;2.1910;3.4580;81.8600;1.6673;0.1260;0.0280;691.4560;0.2621;0.2621;-0.0650;1;F-TIDAL BAR
F-14;3008.50;20.9750;0.1920;2.1880;3.1380;81.8650;1.7027;0.1300;0.0270;624.1020;0.2641;0.2641;-0.0730;1;F-TIDAL BAR
F-14;3008.75;22.1330;0.2080;2.1820;3.2070;87.4190;1.7343;0.1430;0.0260;546.6750;0.2674;0.2674;-0.0600;1;F-TIDAL BAR
F-14;3009.00;23.2910;0.2240;2.1760;3.2750;92.9740;1.7637;0.1490;0.0230;566.8870;0.2708;0.2708;-0.0470;1;F-TIDAL BAR
F-14;3009.25;27.8760;0.2220;2.2150;3.3790;92.1010;1.7314;0.1680;0.0200;359.7430;0.2485;0.2485;-0.0270;1;F-TIDAL BAR
F-14;3009.50;32.4620;0.2190;2.2540;3.4820;91.2280;1.6964;0.2120;0.0170;101.2220;0.2262;0.2262;-0.0070;1;F-TIDAL BAR
